CURSO	CÓDIGO DE TURMA	TURMA	TEORIA	PRÁTICA	CAMPUS	TURNO	T-P-I	DOCENTE TEORIA	DOCENTE TEORIA 2	DOCENTE PRÁTICA	DOCENTE PRÁTICA 2
ENGENHARIA AEROESPACIAL	NAESTS005-17SB	Dinâmica e Controle de Veículos Espaciais A- noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala A2-S308-SB, semanal , quarta das 21:00 às 23:00, sala A2- S308-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	LUIZ CARLOS GADELHA DE SOUZA			
ENGENHARIA AEROESPACIAL	DAESTS001-17SB	Dinâmica I A-diurno (São Bernardo do Campo)	sábado das 08:00 às 12:00, sala A2-S301-SB, semanal	0	São Bernardo do Campo	diurno	4-0-5	NIVALDO BENEDITO FERREIRA CAMPOS			
ENGENHARIA AEROESPACIAL	DAESTS007-17SB	Estabilidade e Controle de Aeronaves A-diurno (São Bernardo do Campo)	terça das 10:00 às 12:00, sala A2-S308-SB, semanal , quinta das 08:00 às 10:00, sala A2- S308-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	FERNANDO MADEIRA			
ENGENHARIA AEROESPACIAL	NAESTS007-17SB	Estabilidade e Controle de Aeronaves A-noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala A2-S308-SB, semanal , quarta das 19:00 às 21:00, sala A2- S308-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	LUIZ CARLOS GADELHA DE SOUZA			
ENGENHARIA AEROESPACIAL	DAESTS003-17SB	Introdução à Astronáutica A-diurno (São Bernardo do Campo)	quarta das 08:00 às 10:00, sala A2-S307-SB, semanal	0	São Bernardo do Campo	diurno	2-0-3	CLAUDIA CELESTE CELESTINO DE PAULA SANTOS			
ENGENHARIA AEROESPACIAL	NAESTS003-17SB	Introdução à Astronáutica A-noturno (São Bernardo do Campo)	sexta das 21:00 às 23:00, sala A2-S101-SB, semanal	0	São Bernardo do Campo	noturno	2-0-3	BRUNA NICCOLI RAMIREZ			
ENGENHARIA AEROESPACIAL	NAESTS006-17SB	Laboratório de Guiagem, Navegação e Controle A- noturno (São Bernardo do Campo)	0	terça das 21:00 às 23:00, sala A1-L101-SB, semanal , sexta das 19:00 às 21:00, sala A1-L101-SB, semanal	São Bernardo do Campo	noturno	0-4-4			LEANDRO BARONI	
ENGENHARIA AEROESPACIAL	DAESTS011-17SB	Métodos Computacionais para Análise Estrutural A- diurno (São Bernardo do Campo)	segunda das 10:00 às 12:00, sala A2-S308-SB, semanal , sexta das 08:00 às 10:00, sala A2- S308-SB, quinzenal I	sexta das 08:00 às 10:00, sala A1-L002-SB, quinzenal II	São Bernardo do Campo	diurno	3-1-4	JUAN PABLO JULCA AVILA		JUAN PABLO JULCA AVILA	
ENGENHARIA AEROESPACIAL	NA1ESTS011-17SB	Métodos Computacionais para Análise Estrutural A1-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A2-S208-SB, semanal , quinta das 21:00 às 23:00, sala A2- S208-SB, quinzenal I	quinta das 21:00 às 23:00, sala A1-L001- SB, quinzenal II	São Bernardo do Campo	noturno	3-1-4	JOAO BATISTA DE AGUIAR		JOAO BATISTA DE AGUIAR	
ENGENHARIA AEROESPACIAL	NA2ESTS011-17SB	Métodos Computacionais para Análise Estrutural A2-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A2-S308-SB, semanal , quinta das 21:00 às 23:00, sala A2- S308-SB, quinzenal II	quinta das 21:00 às 23:00, sala A1-L001- SB, quinzenal I	São Bernardo do Campo	noturno	3-1-4	NIVALDO BENEDITO FERREIRA CAMPOS		NIVALDO BENEDITO FERREIRA CAMPOS	
ENGENHARIA AEROESPACIAL	NAESZS015-17SB	Projeto de Elementos Estruturais de Aeronaves II A- noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala A2-S304-SB, semanal , quinta das 19:00 às 21:00, sala A2- S305-SB, semanal	0	São Bernardo do Campo	noturno	3-1-5	WESLEY GOIS			
ENGENHARIA AEROESPACIAL	NAESTS010-17SB	Técnicas de Análise Estrutural e Projeto A-noturno (São Bernardo do Campo)	terça das 21:00 às 23:00, sala A2-S309-SB, semanal , sexta das 19:00 às 21:00, sala A2- S309-SB, semanal	0	São Bernardo do Campo	noturno	3-1-4	JOAO BATISTA DE AGUIAR		JOAO BATISTA DE AGUIAR	
ENGENHARIA AEROESPACIAL	NAESZS011-17SB	Teoria da Elasticidade A-noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala A1-S101-SB, semanal , quarta das 21:00 às 23:00, sala A1- S101-SB, semanal	0	São Bernardo do Campo	noturno	4-0-5	WESLEY GOIS			
ENGENHARIA AEROESPACIAL	DA1ESTI003-17SB	Transformadas em Sinais e Sistemas Lineares A1- diurno (São Bernardo do Campo)	segunda das 08:00 às 10:00, sala A2-S302-SB, semanal , quarta das 10:00 às 12:00, sala A2- S302-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	LEONARDO DE OLIVE FERREIRA			
ENGENHARIA AEROESPACIAL	DA1ESTS008-17SB	Vibrações A1-diurno (São Bernardo do Campo)	sábado das 09:00 às 13:00, sala A2-S302-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	LEONARDO DE OLIVE FERREIRA			
ENGENHARIA AMBIENTAL E URBANA	NA1ESTU024-17SA	Análise de Sistemas e Modelagem Ambiental A1- noturno (Santo André)	0	quarta das 18:00 às 21:00, sala L504, semanal	Santo André	noturno	1-2-4	WALLACE GUSMÃO FERREIRA		WALLACE GUSMÃO FERREIRA	
ENGENHARIA AMBIENTAL E URBANA	NAESTU025-17SA	Avaliação de Impactos Ambientais A-noturno (Santo André)	0	quarta das 21:00 às 23:00, sala 506/508-1, semanal , quinta das 19:00 às 21:00, sala 506/508-1, semanal	Santo André	noturno	2-2-4	PAULA CIMINELLI RAMALHO		PAULA CIMINELLI RAMALHO	
ENGENHARIA AMBIENTAL E URBANA	DAESTU004-17SA	Cartografia e Geoprocessamento A-diurno (Santo André)	0	sexta das 08:00 às 12:00, sala 506/508-1, semanal	Santo André	diurno	1-3-3	HELENA FRANÇA		HELENA FRANÇA	
ENGENHARIA AMBIENTAL E URBANA	NAESTU004-17SA	Cartografia e Geoprocessamento A-noturno (Santo André)	0	sexta das 19:00 às 23:00, sala 506/508-1, semanal	Santo André	noturno	1-3-3	HELENA FRANÇA		HELENA FRANÇA	
ENGENHARIA AMBIENTAL E URBANA	DA1ESTU005-17SA	Climatologia A1-diurno (Santo André)	sexta das 10:00 às 13:00, sala S-311-3, semanal	0	Santo André	diurno	3-0-4	MARIA CLEOFE VALVERDE BRAMBILA		MARIA CLEOFE VALVERDE BRAMBILA	
ENGENHARIA AMBIENTAL E URBANA	NA1ESTU005-17SA	Climatologia A1-noturno (Santo André)	sexta das 18:00 às 21:00, sala S-311-3, semanal	0	Santo André	noturno	3-0-4	ANDREA DE OLIVEIRA CARDOSO		ANDREA DE OLIVEIRA CARDOSO	
ENGENHARIA AMBIENTAL E URBANA	DAESZU034-17SA	Ecologia do Ambiente Urbano A-diurno (Santo André)	quinta das 10:00 às 12:00, sala S-008-0, semanal	0	Santo André	diurno	2-0-4	RICARDO HIDEO TANIWAKI		RICARDO HIDEO TANIWAKI	
ENGENHARIA AMBIENTAL E URBANA	NAESZU034-17SA	Ecologia do Ambiente Urbano A-noturno (Santo André)	terça das 19:00 às 21:00, sala S-301-3, semanal	0	Santo André	noturno	2-0-4	RICARDO HIDEO TANIWAKI		RICARDO HIDEO TANIWAKI	
ENGENHARIA AMBIENTAL E URBANA	DAESTU027-17SA	Fundamentos de Geologia para Engenharia A- diurno (Santo André)	segunda das 10:00 às 13:00, sala S-311-3, semanal	0	Santo André	diurno	2-1-2	CLAUDIA FRANCISCA ESCOBAR DE PAIVA		CLAUDIA FRANCISCA ESCOBAR DE PAIVA	
ENGENHARIA AMBIENTAL E URBANA	NAESTU027-17SA	Fundamentos de Geologia para Engenharia A- noturno (Santo André)	segunda das 18:00 às 21:00, sala S-311-3, semanal	0	Santo André	noturno	2-1-2	RODOLFO SBROLINI TIBURCIO		RODOLFO SBROLINI TIBURCIO	
ENGENHARIA AMBIENTAL E URBANA	DA1ESTU006-17SA	Geotecnia A1-diurno (Santo André)	segunda das 08:00 às 10:00, sala S-006-0, semanal	quarta das 08:00 às 10:00, sala LS10, semanal	Santo André	diurno	2-2-4	CLAUDIA FRANCISCA ESCOBAR DE PAIVA		CLAUDIA FRANCISCA ESCOBAR DE PAIVA	
ENGENHARIA AMBIENTAL E URBANA	NA1ESTU006-17SA	Geotecnia A1-noturno (Santo André)	segunda das 21:00 às 23:00, sala S-006-0, semanal	quarta das 19:00 às 21:00, sala LS10, semanal	Santo André	noturno	2-2-4	CLAUDIA FRANCISCA ESCOBAR DE PAIVA		CLAUDIA FRANCISCA ESCOBAR DE PAIVA	
ENGENHARIA AMBIENTAL E URBANA	NA2ESTU006-17SA	Geotecnia A2-noturno (Santo André)	segunda das 21:00 às 23:00, sala S-006-0, semanal	quarta das 21:00 às 23:00, sala LS10, semanal	Santo André	noturno	2-2-4	CLAUDIA FRANCISCA ESCOBAR DE PAIVA		CLAUDIA FRANCISCA ESCOBAR DE PAIVA	
ENGENHARIA AMBIENTAL E URBANA	DA2ESTU006-17SA	Geotecnia A2-diurno (Santo André)	segunda das 08:00 às 10:00, sala S-006-0, semanal	quarta das 10:00 às 12:00, sala LS10, semanal	Santo André	diurno	2-2-4	CLAUDIA FRANCISCA ESCOBAR DE PAIVA		CLAUDIA FRANCISCA ESCOBAR DE PAIVA	
ENGENHARIA AMBIENTAL E URBANA	NA1ESZU010-17SA	Gestão Ambiental na Indústria A1-noturno (Santo André)	quarta das 18:00 às 21:00, sala S-302-1, semanal	0	Santo André	noturno	3-0-3	PAULA CIMINELLI RAMALHO		PAULA CIMINELLI RAMALHO	
ENGENHARIA AMBIENTAL E URBANA	NAESTU007-17SA	Habitação e Assentamentos Humanos A-noturno (Santo André)	0	segunda das 19:00 às 23:00, sala 506/508- 1, semanal	Santo André	noturno	3-1-5	PATRICIA CEZARIO SILVA		PATRICIA CEZARIO SILVA	
ENGENHARIA AMBIENTAL E URBANA	NA1ESZU013-17SA	Logística e Meio Ambiente A1-noturno (Santo André)	segunda das 21:00 às 23:00, sala A-108-0, semanal	0	Santo André	noturno	2-0-2	HUMBERTO DE PAIVA JUNIOR			
ENGENHARIA AMBIENTAL E URBANA	DA1ESZU013-17SA	Logística e Meio Ambiente A1-diurno (Santo André)	terça das 10:00 às 12:00, sala S-006-0, semanal	0	Santo André	diurno	2-0-2	HUMBERTO DE PAIVA JUNIOR		HUMBERTO DE PAIVA JUNIOR	
ENGENHARIA AMBIENTAL E URBANA	NA1ESTU010-17SA	Microbiologia Ambiental A1-noturno (Santo André)	quinta das 21:00 às 23:00, sala A-109-0, semanal	terça das 19:00 às 21:00, sala L606, semanal	Santo André	noturno	3-1-4	LUISA HELENA DOS SANTOS OLIVEIRA		LUISA HELENA DOS SANTOS OLIVEIRA	
ENGENHARIA AMBIENTAL E URBANA	DA1ESTU010-17SA	Microbiologia Ambiental A1-diurno (Santo André)	quinta das 10:00 às 12:00, sala A-109-0, semanal	terça das 08:00 às 10:00, sala L606, semanal	Santo André	diurno	3-1-4	MERCIA REGINA DOMINGUES MORETTO		MERCIA REGINA DOMINGUES MORETTO	
ENGENHARIA AMBIENTAL E URBANA	DB1ESTU010-17SA	Microbiologia Ambiental B1-diurno (Santo André)	quinta das 08:00 às 10:00, sala A-109-0, semanal	terça das 10:00 às 12:00, sala L606, semanal	Santo André	diurno	3-1-4	MERCIA REGINA DOMINGUES MORETTO		MERCIA REGINA DOMINGUES MORETTO	
ENGENHARIA AMBIENTAL E URBANA	NB1ESTU010-17SA	Microbiologia Ambiental B1-noturno (Santo André)	quinta das 19:00 às 21:00, sala A-109-0, semanal	terça das 21:00 às 23:00, sala L606, semanal	Santo André	noturno	3-1-4	LUISA HELENA DOS SANTOS OLIVEIRA		LUISA HELENA DOS SANTOS OLIVEIRA	
ENGENHARIA AMBIENTAL E URBANA	DAESTU012-17SA	Poluição Atmosférica A-diurno (Santo André)	segunda das 10:00 às 13:00, sala S-301-3, semanal	0	Santo André	diurno	3-0-4	CLAUDIA BOIAN		CLAUDIA BOIAN	
ENGENHARIA AMBIENTAL E URBANA	NAESTU012-17SA	Poluição Atmosférica A-noturno (Santo André)	segunda das 18:00 às 21:00, sala A-109-0, semanal	0	Santo André	noturno	3-0-4	LUCIA HELENA GOMES COELHO		LUCIA HELENA GOMES COELHO	
ENGENHARIA AMBIENTAL E URBANA	DAESTU040-17SA	Projeto Ambiental Urbano A-diurno (Santo André)	0	quinta das 08:00 às 12:00, sala 506/508-1, semanal	Santo André	diurno	1-3-4	FERNANDA BORGES MONTEIRO ALVES		FERNANDA BORGES MONTEIRO ALVES	
ENGENHARIA AMBIENTAL E URBANA	NA1ESZU016-17SA	Questões Ambientais Globais A1-noturno (Santo André)	quinta das 21:00 às 23:00, sala S-311-3, semanal	0	Santo André	noturno	2-0-4	CLAUDIA BOIAN		CLAUDIA BOIAN	
ENGENHARIA AMBIENTAL E URBANA	DA1ESZU016-17SA	Questões Ambientais Globais A1-diurno (Santo André)	quarta das 08:00 às 10:00, sala S - 311-1, semanal	0	Santo André	diurno	2-0-4	GABRIELA FARIAS ASMUS		GABRIELA FARIAS ASMUS	
ENGENHARIA AMBIENTAL E URBANA	DAESTU033-17SA	Resíduos Sólidos A-diurno (Santo André)	quarta das 10:00 às 13:00, sala S-311-3, semanal	0	Santo André	diurno	2-1-4	GILSON LAMEIRA DE LIMA		GILSON LAMEIRA DE LIMA	
ENGENHARIA AMBIENTAL E URBANA	NAESTU033-17SA	Resíduos Sólidos A-noturno (Santo André)	quarta das 18:00 às 21:00, sala S-311-3, semanal	0	Santo André	noturno	2-1-4	GILSON LAMEIRA DE LIMA		GILSON LAMEIRA DE LIMA	
ENGENHARIA AMBIENTAL E URBANA	DA1ESTU015-17SA	Saúde Ambiental A1-diurno (Santo André)	terça das 08:00 às 10:00, sala S-311-3, semanal	0	Santo André	diurno	2-0-3	GABRIELA FARIAS ASMUS		GABRIELA FARIAS ASMUS	
ENGENHARIA AMBIENTAL E URBANA	NA1ESTU015-17SA	Saúde Ambiental A1-noturno (Santo André)	quinta das 19:00 às 21:00, sala S-006-0, semanal	0	Santo André	noturno	2-0-3	GABRIELA FARIAS ASMUS		GABRIELA FARIAS ASMUS	
ENGENHARIA AMBIENTAL E URBANA	DA1ESZU036-17SA	Saúde, Determinantes Socioambientais e Equidade A1-diurno (Santo André)	quarta das 10:00 às 13:00, sala S-006-0, semanal	0	Santo André	diurno	3-0-3	FRANCISCO DE ASSIS COMARU			
ENGENHARIA AMBIENTAL E URBANA	NA1ESZU036-17SA	Saúde, Determinantes Socioambientais e Equidade A1-noturno (Santo André)	sexta das 18:00 às 21:00, sala S-302-3, semanal	0	Santo André	noturno	3-0-3	FRANCISCO DE ASSIS COMARU		FRANCISCO DE ASSIS COMARU	
ENGENHARIA AMBIENTAL E URBANA	DAESZU017-17SA	Sensoriamento Remoto A-diurno (Santo André)	0	quinta das 14:00 às 18:00, sala 506/508-1, semanal	Santo André	diurno	1-3-2	VICTOR FERNANDEZ NASCIMENTO		VICTOR FERNANDEZ NASCIMENTO	
ENGENHARIA AMBIENTAL E URBANA	DAESTU037-17SA	Sistemas de Tratamento de Água A-diurno (Santo André)	quinta das 10:00 às 13:00, sala S-311-3, semanal	0	Santo André	diurno	2-1-4	TATIANE ARAUJO DE JESUS		TATIANE ARAUJO DE JESUS	
ENGENHARIA AMBIENTAL E URBANA	NAESTU036-17SA	Sistemas de Drenagem Urbana A-noturno (Santo André)	quarta das 18:00 às 21:00, sala S-309-1, semanal	0	Santo André	noturno	2-1-4	MELISSA CRISTINA PEREIRA GRACIOSA		MELISSA CRISTINA PEREIRA GRACIOSA	
ENGENHARIA AMBIENTAL E URBANA	NAESZU033-17SA	Tecnologias Alternativas de Tratamento de Água e Efluentes A-noturno (Santo André)	terça das 18:00 às 21:00, sala S-311-3, semanal	0	Santo André	noturno	2-1-3	TATIANE ARAUJO DE JESUS		TATIANE ARAUJO DE JESUS	
ENGENHARIA AMBIENTAL E URBANA	DAESTU019-17SA	Teoria do Planejamento Urbano e Ambiental A- diurno (Santo André)	terça das 10:00 às 13:00, sala S-311-3, semanal	0	Santo André	diurno	3-0-4	FRANCISCO DE ASSIS COMARU	PATRICIA CEZARIO SILVA		
ENGENHARIA AMBIENTAL E URBANA	NAESTU019-17SA	Teoria do Planejamento Urbano e Ambiental A- noturno (Santo André)	quinta das 18:00 às 21:00, sala S-311-3, semanal	0	Santo André	noturno	3-0-4	FRANCISCO DE ASSIS COMARU	PATRICIA CEZARIO SILVA		
ENGENHARIA AMBIENTAL E URBANA	NA1ESTU021-17SA	Transportes e Mobilidade Urbana A1-noturno (Santo André)	segunda das 19:00 às 21:00, sala S - 311-1, semanal	0	Santo André	noturno	2-0-4	HUMBERTO DE PAIVA JUNIOR			
ENGENHARIA AMBIENTAL E URBANA	DA1ESTU021-17SA	Transportes e Mobilidade Urbana A1-diurno (Santo André)	terça das 08:00 às 10:00, sala S - 311-1, semanal	0	Santo André	diurno	2-0-4	HUMBERTO DE PAIVA JUNIOR		HUMBERTO DE PAIVA JUNIOR	
ENGENHARIA BIOMÉDICA	DA1ESTB029-17SB	Análise e Controle de Sistemas Mecânicos A1- diurno (São Bernardo do Campo)	segunda das 08:00 às 10:00, sala A1-S103-SB, semanal	quarta das 10:00 às 12:00, sala A2-L001- SB, semanal	São Bernardo do Campo	diurno	2-2-5	DANIEL BOARI COELHO	DANIEL BOARI COELHO	DANIEL BOARI COELHO	DANIEL BOARI COELHO
ENGENHARIA BIOMÉDICA	NA1ESTB029-17SB	Análise e Controle de Sistemas Mecânicos A1- noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala A1-S203-SB, semanal	quarta das 21:00 às 23:00, sala A2-L003- SB, semanal	São Bernardo do Campo	noturno	2-2-5	ERICK DARIO LEON BUENO DE CAMARGO	ERICK DARIO LEON BUENO DE CAMARGO	ERICK DARIO LEON BUENO DE CAMARGO	ERICK DARIO LEON BUENO DE CAMARGO
